"","airport","airport_name","carrier_name","arr_delay","arr_flights","avg_delay"
"279","BRO","Brownsville, TX: Brownsville South Padre Island International","Envoy Air",6009,875,6.86742857142857
"280","BRO","Brownsville, TX: Brownsville South Padre Island International","Mesa Airlines Inc.",6610,107,61.7757009345794
"281","BRO","Brownsville, TX: Brownsville South Padre Island International","PSA Airlines Inc.",2918,163,17.9018404907975
"282","BRO","Brownsville, TX: Brownsville South Padre Island International","SkyWest Airlines Inc.",4399,307,14.328990228013
"283","BRW","Barrow, AK: Wiley Post/Will Rogers Memorial","Alaska Airlines Network",4908,364,13.4835164835165
"284","BRW","Barrow, AK: Wiley Post/Will Rogers Memorial","Horizon Air",191,20,9.55
"285","BTM","Butte, MT: Bert Mooney","SkyWest Airlines Inc.",1859,674,2.75816023738872
"286","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CommuteAir LLC dba CommuteAir",9261,849,10.9081272084806
"287","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Delta Air Lines Network",8245,1046,7.88240917782027
"288","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Endeavor Air Inc.",2693,399,6.74937343358396
"289","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Envoy Air",13225,1255,10.5378486055777
"290","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Mesa Airlines Inc.",25819,755,34.1973509933775
"291","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","PSA Airlines Inc.",13151,1102,11.9337568058076
"292","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Republic Airline",101,3,33.6666666666667
"293","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","SkyWest Airlines Inc.",8013,541,14.81146025878
"294","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","United Air Lines Network",232,7,33.1428571428571
"295","BTV","Burlington, VT: Burlington International","Air Wisconsin Airlines Corp",241,46,5.23913043478261
"296","BTV","Burlington, VT: Burlington International","American Airlines Network",3738,308,12.1363636363636
"297","BTV","Burlington, VT: Burlington International","CommuteAir LLC dba CommuteAir",3218,140,22.9857142857143
"298","BTV","Burlington, VT: Burlington International","Delta Air Lines Network",3655,431,8.48027842227378
"299","BTV","Burlington, VT: Burlington International","Endeavor Air Inc.",13050,1441,9.05621096460791
"300","BTV","Burlington, VT: Burlington International","Envoy Air",969,87,11.1379310344828
"301","BTV","Burlington, VT: Burlington International","GoJet Airlines LLC d/b/a United Express",5768,403,14.3126550868486
"302","BTV","Burlington, VT: Burlington International","JetBlue Airways",18020,847,21.2750885478158
"303","BTV","Burlington, VT: Burlington International","Mesa Airlines Inc.",2441,177,13.7909604519774
"304","BTV","Burlington, VT: Burlington International","PSA Airlines Inc.",20748,1754,11.8289623717218
"305","BTV","Burlington, VT: Burlington International","Piedmont Airlines",2518,202,12.4653465346535
"306","BTV","Burlington, VT: Burlington International","Republic Airline",12320,1665,7.3993993993994
"307","BTV","Burlington, VT: Burlington International","SkyWest Airlines Inc.",455,61,7.45901639344262
"308","BTV","Burlington, VT: Burlington International","United Air Lines Network",16889,1221,13.8321048321048
"309","BUF","Buffalo, NY: Buffalo Niagara International","Air Wisconsin Airlines Corp",4061,233,17.4291845493562
"310","BUF","Buffalo, NY: Buffalo Niagara International","American Airlines Network",39891,1674,23.8297491039427
"311","BUF","Buffalo, NY: Buffalo Niagara International","CommuteAir LLC dba CommuteAir",4238,397,10.6750629722922
"312","BUF","Buffalo, NY: Buffalo Niagara International","Delta Air Lines Network",36955,2638,14.0087187263078
"313","BUF","Buffalo, NY: Buffalo Niagara International","Endeavor Air Inc.",20870,2436,8.56732348111658
"314","BUF","Buffalo, NY: Buffalo Niagara International","Envoy Air",5044,481,10.4864864864865
"315","BUF","Buffalo, NY: Buffalo Niagara International","Frontier Airlines",20734,1019,20.3473994111874
"316","BUF","Buffalo, NY: Buffalo Niagara International","GoJet Airlines LLC d/b/a United Express",3204,456,7.02631578947368
"317","BUF","Buffalo, NY: Buffalo Niagara International","JetBlue Airways",83014,3392,24.4734669811321
"318","BUF","Buffalo, NY: Buffalo Niagara International","Mesa Airlines Inc.",4747,319,14.8808777429467
"319","BUF","Buffalo, NY: Buffalo Niagara International","PSA Airlines Inc.",6897,738,9.34552845528455
"320","BUF","Buffalo, NY: Buffalo Niagara International","Piedmont Airlines",8779,694,12.649855907781
"321","BUF","Buffalo, NY: Buffalo Niagara International","Republic Airline",20109,2583,7.78513356562137
"322","BUF","Buffalo, NY: Buffalo Niagara International","SkyWest Airlines Inc.",5627,376,14.9654255319149
"323","BUF","Buffalo, NY: Buffalo Niagara International","Southwest Airlines",58178,4475,13.0006703910615
"324","BUF","Buffalo, NY: Buffalo Niagara International","United Air Lines Network",19098,1041,18.3458213256484
"325","BUR","Burbank, CA: Bob Hope","Alaska Airlines Network",18194,2110,8.62274881516588
"326","BUR","Burbank, CA: Bob Hope","American Airlines Network",28172,1430,19.7006993006993
"327","BUR","Burbank, CA: Bob Hope","Delta Air Lines Network",809,91,8.89010989010989
"328","BUR","Burbank, CA: Bob Hope","Envoy Air",538,125,4.304
"329","BUR","Burbank, CA: Bob Hope","Frontier Airlines",30,23,1.30434782608696
"330","BUR","Burbank, CA: Bob Hope","Horizon Air",165,45,3.66666666666667
"331","BUR","Burbank, CA: Bob Hope","JetBlue Airways",7842,365,21.4849315068493
"332","BUR","Burbank, CA: Bob Hope","Mesa Airlines Inc.",1157,25,46.28
"333","BUR","Burbank, CA: Bob Hope","SkyWest Airlines Inc.",28639,3257,8.79306109917102
"334","BUR","Burbank, CA: Bob Hope","Southwest Airlines",192129,21051,9.1268348296993
"335","BUR","Burbank, CA: Bob Hope","Spirit Airlines",10300,866,11.8937644341801
"336","BUR","Burbank, CA: Bob Hope","United Air Lines Network",9385,439,21.378132118451
"337","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Alaska Airlines Network",3880,472,8.22033898305085
"338","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Allegiant Air",1481,226,6.55309734513274
"339","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","American Airlines Network",60898,3498,17.4093767867353
"340","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Delta Air Lines Network",56221,5156,10.9039953452289
"341","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Endeavor Air Inc.",10442,869,12.0161104718067
"342","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Envoy Air",4698,427,11.0023419203747
"343","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Frontier Airlines",59532,2515,23.6707753479125
"344","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","JetBlue Airways",13547,835,16.2239520958084
"345","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Mesa Airlines Inc.",260,24,10.8333333333333
"346","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","PSA Airlines Inc.",104,27,3.85185185185185
"347","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Republic Airline",7459,882,8.45691609977324
"348","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","SkyWest Airlines Inc.",1837,57,32.2280701754386
"349","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Southwest Airlines",702558,71566,9.81692423776654
"350","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Spirit Airlines",129408,6196,20.8857327307941
"351","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","United Air Lines Network",36742,3533,10.3996603453156
"352","BZN","Bozeman, MT: Bozeman Yellowstone International","Alaska Airlines Network",6664,755,8.82649006622517
"353","BZN","Bozeman, MT: Bozeman Yellowstone International","Allegiant Air",5184,443,11.7020316027088
"354","BZN","Bozeman, MT: Bozeman Yellowstone International","American Airlines Network",8014,695,11.5309352517986
"355","BZN","Bozeman, MT: Bozeman Yellowstone International","Delta Air Lines Network",23625,1917,12.3239436619718
"356","BZN","Bozeman, MT: Bozeman Yellowstone International","Envoy Air",1491,130,11.4692307692308
"357","BZN","Bozeman, MT: Bozeman Yellowstone International","Horizon Air",1305,300,4.35
"358","BZN","Bozeman, MT: Bozeman Yellowstone International","JetBlue Airways",3163,163,19.4049079754601
"359","BZN","Bozeman, MT: Bozeman Yellowstone International","Mesa Airlines Inc.",3657,166,22.0301204819277
"360","BZN","Bozeman, MT: Bozeman Yellowstone International","SkyWest Airlines Inc.",8413,1330,6.32556390977444
"361","BZN","Bozeman, MT: Bozeman Yellowstone International","Southwest Airlines",25925,2015,12.8660049627792
"362","BZN","Bozeman, MT: Bozeman Yellowstone International","United Air Lines Network",29794,2095,14.2214797136038
"363","CAE","Columbia, SC: Columbia Metropolitan","Air Wisconsin Airlines Corp",39511,1146,34.477312390925
"364","CAE","Columbia, SC: Columbia Metropolitan","American Airlines Network",17191,723,23.777316735823
"365","CAE","Columbia, SC: Columbia Metropolitan","CommuteAir LLC dba CommuteAir",9335,573,16.2914485165794
"366","CAE","Columbia, SC: Columbia Metropolitan","Delta Air Lines Network",10911,1498,7.28371161548732
"367","CAE","Columbia, SC: Columbia Metropolitan","Endeavor Air Inc.",11731,953,12.3095487932844
"368","CAE","Columbia, SC: Columbia Metropolitan","Envoy Air",381,29,13.1379310344828
"369","CAE","Columbia, SC: Columbia Metropolitan","PSA Airlines Inc.",22131,2153,10.2791453785416
"370","CAE","Columbia, SC: Columbia Metropolitan","Piedmont Airlines",11653,1523,7.65134602757715
"371","CAE","Columbia, SC: Columbia Metropolitan","Republic Airline",2191,245,8.94285714285714
"372","CAE","Columbia, SC: Columbia Metropolitan","SkyWest Airlines Inc.",5073,515,9.8504854368932
"373","CAK","Akron, OH: Akron-Canton Regional","Air Wisconsin Airlines Corp",4707,169,27.8520710059172
"374","CAK","Akron, OH: Akron-Canton Regional","Allegiant Air",10187,754,13.5106100795756
"375","CAK","Akron, OH: Akron-Canton Regional","GoJet Airlines LLC d/b/a United Express",482,48,10.0416666666667
"376","CAK","Akron, OH: Akron-Canton Regional","PSA Airlines Inc.",19217,1708,11.2511709601874
"377","CAK","Akron, OH: Akron-Canton Regional","Republic Airline",71,2,35.5
"378","CAK","Akron, OH: Akron-Canton Regional","SkyWest Airlines Inc.",13662,842,16.2256532066508
"379","CDC","Cedar City, UT: Cedar City Regional","SkyWest Airlines Inc.",2945,621,4.74235104669887
"380","CDV","Cordova, AK: Merle K Mudhole Smith","Alaska Airlines Network",5973,724,8.25
"381","CHA","Chattanooga, TN: Lovell Field","Air Wisconsin Airlines Corp",2579,169,15.2603550295858
"382","CHA","Chattanooga, TN: Lovell Field","Allegiant Air",5233,211,24.8009478672986
"383","CHA","Chattanooga, TN: Lovell Field","Delta Air Lines Network",12944,1144,11.3146853146853
"384","CHA","Chattanooga, TN: Lovell Field","Endeavor Air Inc.",10308,1301,7.92313604919293
"385","CHA","Chattanooga, TN: Lovell Field","Envoy Air",8268,1118,7.3953488372093
"386","CHA","Chattanooga, TN: Lovell Field","PSA Airlines Inc.",13465,933,14.4319399785638
"387","CHA","Chattanooga, TN: Lovell Field","Piedmont Airlines",11771,1316,8.94452887537994
"388","CHA","Chattanooga, TN: Lovell Field","Republic Airline",967,135,7.16296296296296
"389","CHA","Chattanooga, TN: Lovell Field","SkyWest Airlines Inc.",13021,986,13.2058823529412
"390","CHO","Charlottesville, VA: Charlottesville Albemarle","Air Wisconsin Airlines Corp",2166,62,34.9354838709677
"391","CHO","Charlottesville, VA: Charlottesville Albemarle","CommuteAir LLC dba CommuteAir",10369,860,12.056976744186
"392","CHO","Charlottesville, VA: Charlottesville Albemarle","Delta Air Lines Network",2219,297,7.47138047138047
"393","CHO","Charlottesville, VA: Charlottesville Albemarle","Endeavor Air Inc.",14566,1653,8.8118572292801
"394","CHO","Charlottesville, VA: Charlottesville Albemarle","PSA Airlines Inc.",4623,196,23.5867346938776
"395","CHO","Charlottesville, VA: Charlottesville Albemarle","Piedmont Airlines",20837,2289,9.10310179117519
"396","CHO","Charlottesville, VA: Charlottesville Albemarle","Republic Airline",3896,603,6.46102819237148
"397","CHO","Charlottesville, VA: Charlottesville Albemarle","SkyWest Airlines Inc.",2233,153,14.5947712418301
"398","CHS","Charleston, SC: Charleston AFB/International","Air Wisconsin Airlines Corp",2988,180,16.6
"399","CHS","Charleston, SC: Charleston AFB/International","Alaska Airlines Network",2038,351,5.80626780626781
"400","CHS","Charleston, SC: Charleston AFB/International","Allegiant Air",3330,188,17.7127659574468
"401","CHS","Charleston, SC: Charleston AFB/International","American Airlines Network",77375,4443,17.4150348863381
"402","CHS","Charleston, SC: Charleston AFB/International","CommuteAir LLC dba CommuteAir",595,82,7.25609756097561
"403","CHS","Charleston, SC: Charleston AFB/International","Delta Air Lines Network",37242,3732,9.97909967845659
"404","CHS","Charleston, SC: Charleston AFB/International","Endeavor Air Inc.",16371,2039,8.02893575282001
"405","CHS","Charleston, SC: Charleston AFB/International","Envoy Air",8373,920,9.10108695652174
"406","CHS","Charleston, SC: Charleston AFB/International","Frontier Airlines",2465,103,23.9320388349515
"407","CHS","Charleston, SC: Charleston AFB/International","GoJet Airlines LLC d/b/a United Express",791,77,10.2727272727273
"408","CHS","Charleston, SC: Charleston AFB/International","JetBlue Airways",52589,2607,20.1722286152666
"409","CHS","Charleston, SC: Charleston AFB/International","Mesa Airlines Inc.",6428,366,17.5628415300546
"410","CHS","Charleston, SC: Charleston AFB/International","PSA Airlines Inc.",17819,1494,11.9270414993307
"411","CHS","Charleston, SC: Charleston AFB/International","Piedmont Airlines",373,52,7.17307692307692
"412","CHS","Charleston, SC: Charleston AFB/International","Republic Airline",9764,1258,7.76152623211447
"413","CHS","Charleston, SC: Charleston AFB/International","SkyWest Airlines Inc.",3317,334,9.9311377245509
"414","CHS","Charleston, SC: Charleston AFB/International","Southwest Airlines",38484,3374,11.4060462359218
"415","CHS","Charleston, SC: Charleston AFB/International","Spirit Airlines",15162,886,17.1128668171558
"416","CHS","Charleston, SC: Charleston AFB/International","United Air Lines Network",43769,2894,15.1240497581202
"417","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Air Wisconsin Airlines Corp",5218,322,16.2049689440994
"418","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Allegiant Air",9951,954,10.4308176100629
"419","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","American Airlines Network",38947,1373,28.3663510560816
"420","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Delta Air Lines Network",3387,366,9.25409836065574
"421","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Endeavor Air Inc.",637,89,7.15730337078652
"422","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Envoy Air",9563,948,10.087552742616
"423","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Frontier Airlines",3351,227,14.7621145374449
"424","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","GoJet Airlines LLC d/b/a United Express",1130,87,12.9885057471264
"425","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","PSA Airlines Inc.",3664,441,8.30839002267574
"426","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Piedmont Airlines",900,108,8.33333333333333
"427","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","Republic Airline",1406,224,6.27678571428571
"428","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","SkyWest Airlines Inc.",15293,1397,10.9470293486042
"429","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa","United Air Lines Network",16491,1038,15.8872832369942
"430","CIU","Sault Ste. Marie, MI: Chippewa County International","SkyWest Airlines Inc.",15879,726,21.8719008264463
